Flow Duration,Flow Packets/s,Avg Fwd Segment Size,Average Packet Size,Init_Win_bytes_forward,Label
65185,61.36381069264401,41.0,99.75,-1,BENIGN
47872002,0.125334219362708,300.0,350.0,-1,BENIGN
43175543,0.324257647437115,6.0,6.428571428571429,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
107,37383.17757009346,6.0,7.5,5840,Syn
119788709,0.3339212880238988,39.0,40.55,257,BENIGN
1,2000000.0,6.0,9.0,5840,Syn
671,5961.251862891207,32.25,43.75,16352,BENIGN
1488,4704.301075268817,4.0,5.142857142857143,149,BENIGN
25280,158.2278481012658,31.0,46.75,-1,BENIGN
1,2000000.0,18.5,34.0,40880,BENIGN
114,35087.71929824561,6.0,7.5,5840,Syn
66463489,0.1504585472483998,0.0,0.0,-1,BENIGN
2,1000000.0,6.0,9.0,5840,Syn
49,40816.32653061225,6.0,9.0,5840,Syn
0,58823.52941176471,6.0,9.0,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
101,39603.960396039605,6.0,7.5,5840,Syn
46832,85.41168431841476,37.0,74.25,-1,BENIGN
154,19480.51948051948,0.0,0.0,264,BENIGN
1,2000000.0,6.0,9.0,5840,Syn
108,37037.03703703704,6.0,7.5,5840,Syn
0,58823.52941176471,6.0,9.0,5840,Syn
329,18237.0820668693,6.0,17.333333333333332,246,BENIGN
43972,90.96697898662786,41.0,99.75,-1,BENIGN
2,1000000.0,18.5,34.0,621,BENIGN
49,40816.32653061225,6.0,9.0,5840,Syn
3,666666.6666666666,6.0,9.0,289,BENIGN
49,40816.32653061225,6.0,9.0,5840,Syn
119363045,2.4546960912399647,195.603305785124,564.3412969283277,8192,BENIGN
52724437,0.2275984473764983,6.0,6.5,5840,Syn
1548,2583.9793281653747,32.25,43.75,16471,BENIGN
117752598,0.5689895691303558,168.7647058823529,192.955223880597,8192,BENIGN
1,2000000.0,6.0,9.0,5840,Syn
99,40404.04040404041,6.0,7.5,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
2,1000000.0,6.0,9.0,5840,Syn
476659,8.391743363704451,6.0,7.5,5840,Syn
20867,191.6902285905976,25.0,39.25,-1,BENIGN
20906,191.3326317803501,38.0,76.5,-1,BENIGN
46,43478.260869565216,6.0,9.0,5840,Syn
109,36697.247706422015,6.0,7.5,5840,Syn
79,50632.91139240507,6.0,7.5,5840,Syn
117278138,0.3410695350569089,88.63636363636364,67.4,8192,BENIGN
46,86956.52173913043,6.0,7.5,5840,Syn
21126,189.34014957871815,53.0,74.25,-1,BENIGN
120,33333.333333333336,6.0,7.5,5840,Syn
3,666666.6666666666,6.0,9.0,16527,BENIGN
26604,75.17666516313336,6.0,9.0,16560,BENIGN
2,1000000.0,6.0,9.0,250,BENIGN
143630,208.87001322843412,91.05555555555556,296.1,29200,BENIGN
2,1500000.0,6.0,8.0,246,BENIGN
274,25547.445255474453,0.0,3.4285714285714284,161,BENIGN
2,1000000.0,6.0,9.0,5840,Syn
69,57971.01449275362,6.0,7.5,5840,Syn
2,1000000.0,6.0,9.0,256,BENIGN
68,58823.52941176471,6.0,7.5,5840,Syn
1,2000000.0,18.5,34.0,16220,BENIGN
47,42553.19148936171,6.0,9.0,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
21491,186.1244241775627,53.0,74.25,-1,BENIGN
48,41666.66666666666,6.0,9.0,5840,Syn
61,65573.77049180328,6.0,7.5,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
101,39603.960396039605,6.0,7.5,5840,Syn
20871,191.65349048919552,43.0,61.75,-1,BENIGN
40806475,0.2450591480886305,6.0,6.6,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
21348,187.3711823121604,39.0,76.75,-1,BENIGN
55,72727.27272727272,6.0,7.5,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
111,36036.03603603604,6.0,7.5,5840,Syn
26160,152.90519877675845,45.0,64.25,-1,BENIGN
22959,174.2236160111503,39.0,56.75,-1,BENIGN
126,31746.031746031746,6.0,7.5,5840,Syn
121,33057.85123966942,6.0,7.5,5840,Syn
125,32000.0,6.0,7.5,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
1,2000000.0,18.5,34.0,255,BENIGN
1,2000000.0,15.5,31.0,360,BENIGN
116562658,0.4117956884613938,78.91666666666667,182.5,8192,BENIGN
105,38095.23809523809,6.0,7.5,5840,Syn
101,39603.960396039605,6.0,7.5,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
148,20270.27027027027,6.0,8.0,210,BENIGN
5,600000.0,0.0,0.0,249,BENIGN
1,2000000.0,6.0,9.0,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
21432,186.6368047779022,43.0,83.25,-1,BENIGN
42584,164.38098816456886,0.0,0.0,29200,BENIGN
24292,164.6632636258851,33.0,49.25,-1,BENIGN
1,2000000.0,6.0,9.0,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
7240514,1.381117417907071,0.0,0.0,8192,BENIGN
103,38834.95145631068,6.0,7.5,5840,Syn
0,58823.52941176471,6.0,9.0,5840,Syn
20665,193.56399709654005,42.0,95.0,-1,BENIGN
3,1000000.0,0.0,0.0,126,BENIGN
1,2000000.0,6.0,9.0,5840,Syn
118844215,0.614249503015355,49.589743589743605,113.013698630137,8192,BENIGN
109,36697.247706422015,6.0,7.5,5840,Syn
1,2000000.0,6.0,9.0,257,BENIGN
44313,90.26696454764968,35.0,51.75,-1,BENIGN
5652441,1.2384030191557949,3.6,2.571428571428572,8192,BENIGN
101,39603.960396039605,6.0,7.5,5840,Syn
7174875,1.393752504399031,0.0,0.0,8192,BENIGN
0,58823.52941176471,6.0,9.0,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
68,58823.52941176471,6.0,7.5,5840,Syn
23794219,0.4202701504932774,6.0,6.6,5840,Syn
26756,74.74958887726117,0.0,0.0,273,BENIGN
1,2000000.0,6.0,9.0,5840,Syn
6016236,2.9919039080248844,124.0,130.94444444444446,-1,BENIGN
1,2000000.0,6.0,9.0,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
111,36036.03603603604,6.0,7.5,5840,Syn
190,15789.473684210525,6.0,8.0,29,BENIGN
1512919,7.931687023561738,50.0,54.16666666666666,-1,BENIGN
0,58823.52941176471,15.5,31.0,237,BENIGN
113,35398.23008849558,6.0,7.5,5840,Syn
46,43478.260869565216,6.0,9.0,5840,Syn
115,34782.608695652176,6.0,7.5,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
41874,47.76233462291636,6.0,9.0,258,BENIGN
92224,368.6675919500347,112.0,297.5294117647058,29200,BENIGN
102,39215.68627450981,6.0,7.5,5840,Syn
146,27397.260273972603,6.0,7.5,5840,Syn
3,666666.6666666666,6.0,9.0,254,BENIGN
21485,186.17640214102863,25.0,39.25,-1,BENIGN
48,41666.66666666666,6.0,9.0,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
117035041,0.3930446779610219,78.91666666666667,180.7391304347826,8192,BENIGN
1,2000000.0,6.0,9.0,5840,Syn
54673,73.16225559233992,41.0,59.25,-1,BENIGN
1,2000000.0,6.0,9.0,5840,Syn
1,2000000.0,15.5,31.0,361,BENIGN
82,48780.487804878045,6.0,7.5,5840,Syn
2,1000000.0,0.0,0.0,384,BENIGN
1,2000000.0,6.0,9.0,5840,Syn
48,41666.66666666666,6.0,9.0,5840,Syn
2,1000000.0,6.0,9.0,258,BENIGN
1,2000000.0,6.0,9.0,5840,Syn
98,40816.32653061225,6.0,7.5,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
47,42553.19148936171,6.0,9.0,5840,Syn
20737,192.8919322949318,32.0,88.0,-1,BENIGN
1,2000000.0,6.0,9.0,16456,BENIGN
102,39215.68627450981,6.0,7.5,5840,Syn
65761001,0.2128921364807084,6.0,6.428571428571429,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
47,42553.19148936171,6.0,9.0,5840,Syn
55,72727.27272727272,6.0,7.5,5840,Syn
342705,166.32380618899637,106.06666666666666,182.280701754386,8192,BENIGN
20768,192.60400616332825,25.0,39.25,-1,BENIGN
1,2000000.0,6.0,9.0,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
149,26845.637583892614,0.0,23.0,260,BENIGN
1,2000000.0,6.0,9.0,5840,Syn
1,2000000.0,15.5,31.0,318,BENIGN
332,9036.144578313251,6.0,8.0,127,BENIGN
1,2000000.0,6.0,9.0,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
3,1333333.3333333333,0.0,0.0,243,BENIGN
1,2000000.0,6.0,9.0,5840,Syn
129,31007.7519379845,6.0,7.5,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
1,2000000.0,29.5,56.0,37960,BENIGN
20666,193.55463079454177,34.0,65.0,-1,BENIGN
0,58823.52941176471,6.0,9.0,5840,Syn
112,35714.28571428572,6.0,7.5,5840,Syn
22233,179.91274231997485,34.0,166.5,-1,BENIGN
118496735,0.599172626992634,66.92307692307692,96.33802816901408,29200,BENIGN
49,81632.6530612245,6.0,7.5,5840,Syn
174,17241.379310344826,6.0,8.0,237,BENIGN
54,74074.07407407407,6.0,7.5,5840,Syn
1,2000000.0,18.5,34.0,16525,BENIGN
47949575,0.2085524219974838,6.0,6.6,5840,Syn
28260,70.77140835102618,6.0,9.0,16425,BENIGN
53,75471.69811320755,6.0,7.5,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
20824,192.0860545524395,42.0,60.5,-1,BENIGN
56338,71.00003550001774,6.0,7.5,16425,BENIGN
160,25000.0,6.0,7.5,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
5,799999.9999999999,0.0,0.0,9758,BENIGN
120,33333.333333333336,6.0,7.5,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
52305866,0.1911831456915367,6.0,6.6,5840,Syn
55894,71.56403191755824,6.0,7.5,256,BENIGN
110,36363.63636363636,6.0,7.5,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
324,9259.25925925926,6.0,8.0,33,BENIGN
48,41666.66666666666,6.0,9.0,5840,Syn
65354105,0.2448201226227487,6.0,6.375,5840,Syn
10127062,9.380805607786344,120.88888888888889,942.2105263157896,29200,BENIGN
1,2000000.0,6.0,9.0,5840,Syn
2,1000000.0,6.0,9.0,5840,Syn
115120172,0.7383588690260122,136.11904761904762,233.51764705882357,8192,BENIGN
2,1000000.0,6.0,9.0,5840,Syn
51,78431.37254901961,6.0,7.5,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
11,363636.3636363637,201.0,251.25,-1,BENIGN
1,2000000.0,18.5,34.0,16471,BENIGN
1,2000000.0,18.5,34.0,16402,BENIGN
1,2000000.0,6.0,9.0,5840,Syn
116921590,0.478953459322611,88.0,169.67857142857142,29200,BENIGN
98,40816.32653061225,6.0,7.5,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
101,39603.960396039605,6.0,7.5,5840,Syn
99,40404.04040404041,6.0,7.5,5840,Syn
40808,171.5349931386003,44.0,43.0,246,BENIGN
145002,199.99724141735976,105.0625,259.4827586206896,8192,BENIGN
3,666666.6666666666,6.0,9.0,271,BENIGN
132,22727.272727272724,6.0,8.0,242,BENIGN
20797,192.33543299514355,43.0,80.75,-1,BENIGN
1,2000000.0,6.0,9.0,5840,Syn
52505312,0.2666396878091115,6.0,6.428571428571429,5840,Syn
871,4592.422502870264,6.0,7.5,5840,Syn
472,8474.57627118644,30.75,42.25,340,BENIGN
53240295,0.3005242551717642,6.0,6.375,5840,Syn
119,33613.44537815126,6.0,7.5,5840,Syn
7229087,1.3833005468048731,0.0,0.0,8192,BENIGN
23806,168.0248676804167,25.0,61.75,-1,BENIGN
7134758,1.4015892340006486,0.0,0.0,8192,BENIGN
1,2000000.0,6.0,9.0,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
1,2000000.0,18.5,34.0,258,BENIGN
101,39603.960396039605,6.0,7.5,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
117315062,0.4091546232997771,78.91666666666667,199.41666666666663,8192,BENIGN
28135,71.08583614714767,6.0,9.0,253,BENIGN
1,2000000.0,6.0,9.0,5840,Syn
42984565,0.2326416470656385,6.0,6.6,5840,Syn
2,1000000.0,6.0,9.0,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
167,23952.095808383237,0.0,15.5,5391,BENIGN
20625,193.93939393939397,41.0,59.25,-1,BENIGN
114,35087.71929824561,6.0,7.5,5840,Syn
20968,190.76688286913392,43.0,83.25,-1,BENIGN
6016272,2.9918860051540226,124.0,130.94444444444446,-1,BENIGN
7341003,1.362211675979427,0.0,0.0,8192,BENIGN
20918,191.22287025528252,42.0,60.5,-1,BENIGN
0,58823.52941176471,6.0,9.0,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
2,1500000.0,22.66666666666667,33.0,237,BENIGN
1,2000000.0,6.0,9.0,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
73,54794.520547945205,6.0,7.5,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
7199414,1.3890019382133043,0.0,0.0,8192,BENIGN
178,16853.932584269663,6.0,8.0,264,BENIGN
73839048,0.2166875174230307,6.0,6.375,5840,Syn
774038,41.34163955774781,91.36842105263158,361.25,29200,BENIGN
282,14184.397163120566,30.75,42.25,295,BENIGN
64,62500.0,6.0,7.5,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
100,40000.0,6.0,7.5,5840,Syn
5958276,5.03501348376611,84.9375,433.5,8192,BENIGN
1,2000000.0,6.0,9.0,5840,Syn
118408384,0.9120975757932815,150.875,96.4074074074074,8192,BENIGN
51243038,0.1951484609480023,6.0,6.6,5840,Syn
1,2000000.0,18.5,34.0,256,BENIGN
871,4592.422502870264,32.25,43.75,256,BENIGN
1,2000000.0,6.0,9.0,5840,Syn
0,58823.52941176471,6.0,9.0,5840,Syn
118051215,1.795830733296561,77.22727272727273,611.0471698113207,8192,BENIGN
281,7117.437722419929,0.0,0.0,237,BENIGN
102,39215.68627450981,6.0,7.5,5840,Syn
75,53333.333333333336,6.0,7.5,5840,Syn
55453,36.066578904658,6.0,9.0,256,BENIGN
2,1500000.0,6.0,8.0,250,BENIGN
21127,189.3311875798741,45.0,122.25,-1,BENIGN
2,1000000.0,12.0,24.0,1338,BENIGN
169,17751.47928994083,6.0,8.0,210,BENIGN
332945,114.1329649041133,74.5,344.0263157894737,29200,BENIGN
1,2000000.0,18.5,34.0,16426,BENIGN
20708,96.58103148541626,0.0,0.0,269,BENIGN
110,36363.63636363636,6.0,7.5,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
2,1000000.0,6.0,9.0,16334,BENIGN
268,11194.029850746268,0.0,0.0,264,BENIGN
1,2000000.0,6.0,9.0,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
422187,14.211711871753511,22.0,25.66666666666667,-1,BENIGN
66,60606.0606060606,6.0,7.5,5840,Syn
111987592,0.37504154924592,0.0,0.0,-1,BENIGN
379,10554.089709762531,30.75,42.25,385,BENIGN
21629,184.93689028618985,38.0,75.5,-1,BENIGN
21168,188.9644746787604,58.0,80.5,-1,BENIGN
1,2000000.0,18.5,34.0,16439,BENIGN
614245,42.32838688145609,149.6875,375.5,8192,BENIGN
5231394,1.3380754728089683,3.6,2.571428571428572,8192,BENIGN
21579,185.3654015478011,47.0,86.75,-1,BENIGN
2,1000000.0,6.0,9.0,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
21070,189.84337921215,48.0,188.5,-1,BENIGN
0,58823.52941176471,6.0,9.0,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
136,29411.764705882357,30.75,42.25,340,BENIGN
610,6557.377049180328,32.25,43.75,256,BENIGN
53,75471.69811320755,6.0,7.5,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
19469936,0.2054449485606937,6.0,7.5,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
91435,21.873462022201565,6.0,9.0,64002,BENIGN
60940810,0.8696963496218708,101.93103448275862,194.9056603773585,29200,BENIGN
1,2000000.0,6.0,9.0,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
92,54347.82608695652,0.0,4.8,119,BENIGN
100,40000.0,6.0,7.5,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
49,40816.32653061225,6.0,9.0,5840,Syn
52,76923.07692307692,6.0,7.5,5840,Syn
119,25210.08403361344,6.0,8.0,1892,BENIGN
1,2000000.0,6.0,9.0,5840,Syn
51,78431.37254901961,6.0,7.5,5840,Syn
63367962,0.1578084521638868,6.0,6.6,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
41338,48.38163433160772,6.0,9.0,255,BENIGN
1,2000000.0,6.0,9.0,5840,Syn
2,1000000.0,6.0,9.0,123,BENIGN
115960997,0.6985107242567085,143.025,219.79012345679013,8192,BENIGN
115645023,0.544770525922244,31.33333333333333,61.36507936507937,8192,BENIGN
103,38834.95145631068,6.0,7.5,5840,Syn
91496,21.85887907668095,6.0,9.0,63498,BENIGN
47,42553.19148936171,6.0,9.0,5840,Syn
133534,29.9549178486378,6.0,7.5,5840,Syn
2,1000000.0,6.0,9.0,5840,Syn
50469647,0.2377666719166868,6.0,6.5,5840,Syn
2,1000000.0,0.0,0.0,1044,BENIGN
26670,262.4671916010499,44.0,43.0,246,BENIGN
44,45454.545454545456,6.0,9.0,5840,Syn
83,36144.57831325301,6.0,8.0,1959,BENIGN
1,2000000.0,6.0,9.0,5840,Syn
45767,87.39921777700089,42.0,60.5,-1,BENIGN
164,18292.682926829268,6.0,8.0,5399,BENIGN
115949268,0.6985813830234788,110.59523809523807,228.16049382716045,29200,BENIGN
1,2000000.0,215.0,414.5,12,BENIGN
66971030,0.2986365895820924,6.0,6.3,5840,Syn
184,16304.347826086956,6.0,8.0,247,BENIGN
146,20547.945205479453,6.0,8.0,250,BENIGN
0,58823.52941176471,6.0,9.0,5840,Syn
5,600000.0,6.0,8.0,269,BENIGN
95,31578.94736842105,0.0,0.0,114,BENIGN
1,2000000.0,6.0,9.0,5840,Syn
101,39603.960396039605,6.0,7.5,5840,Syn
166417,192.2880474951477,91.05555555555556,281.90625,29200,BENIGN
434,6912.442396313364,6.0,8.0,40958,BENIGN
118748570,1.2715942600403525,38.65625,629.8013245033112,29200,BENIGN
1,2000000.0,6.0,9.0,5840,Syn
2,1000000.0,6.0,9.0,5840,Syn
106,37735.84905660377,6.0,7.5,5840,Syn
0,58823.52941176471,6.0,9.0,5840,Syn
20971,190.73959277096944,42.0,60.5,-1,BENIGN
3,666666.6666666666,6.0,9.0,31,BENIGN
20773,192.55764694555432,43.0,67.75,-1,BENIGN
48,41666.66666666666,6.0,9.0,5840,Syn
67907,191.4382906033252,145.66666666666666,355.2307692307692,8192,BENIGN
1,2000000.0,6.0,9.0,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
101,39603.960396039605,6.0,7.5,5840,Syn
33,60606.0606060606,6.0,9.0,5840,Syn
138983,230.24398667462927,91.05555555555556,256.53125,29200,BENIGN
64535,61.98187030293639,31.0,52.75,-1,BENIGN
117385982,0.7922581420326662,176.0,164.70967741935485,8192,BENIGN
5,400000.0,0.0,0.0,244,BENIGN
21116,94.71490812653911,0.0,0.0,274,BENIGN
2,1000000.0,6.0,9.0,5840,Syn
69,57971.01449275362,6.0,7.5,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
101,39603.960396039605,6.0,7.5,5840,Syn
2,1000000.0,6.0,9.0,5840,Syn
5,799999.9999999999,0.0,0.0,6089,BENIGN
4,750000.0,6.0,8.0,4327,BENIGN
20904,191.35093761959436,43.0,61.75,-1,BENIGN
119,33613.44537815126,6.0,7.5,5840,Syn
100,40000.0,6.0,7.5,5840,Syn
25271,158.2841992798069,31.0,46.75,-1,BENIGN
0,58823.52941176471,6.0,9.0,5840,Syn
0,58823.52941176471,6.0,9.0,5840,Syn
101,39603.960396039605,6.0,7.5,5840,Syn
92,21739.130434782608,0.0,0.0,237,BENIGN
49,40816.32653061225,6.0,9.0,5840,Syn
52,76923.07692307692,6.0,7.5,5840,Syn
57108695,0.2451465578052519,6.0,6.428571428571429,5840,Syn
19311846,0.3106901328852767,6.0,7.0,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
26760,224.2152466367713,3.0,2.0,8192,BENIGN
29442,67.93016778751443,0.0,0.0,253,BENIGN
7230414,1.383046669250198,0.0,0.0,8192,BENIGN
4,750000.0,20.666666666666668,31.0,235,BENIGN
2,1000000.0,18.5,34.0,256,BENIGN
0,58823.52941176471,6.0,9.0,5840,Syn
1,2000000.0,18.5,34.0,253,BENIGN
20914,191.2594434350196,35.0,57.75,-1,BENIGN
21143,189.187910892494,43.0,67.75,-1,BENIGN
1,2000000.0,6.0,9.0,5840,Syn
0,58823.52941176471,6.0,9.0,5840,Syn
62313015,0.417248306794335,6.0,6.230769230769233,5840,Syn
52,76923.07692307692,6.0,7.5,5840,Syn
23664,169.03313049357672,44.0,63.0,-1,BENIGN
118276710,0.5918324917898038,81.76470588235293,172.71428571428572,8192,BENIGN
1,2000000.0,6.0,9.0,5840,Syn
0,58823.52941176471,6.0,9.0,5840,Syn
1,2000000.0,15.5,31.0,318,BENIGN
355,8450.704225352112,6.0,8.0,127,BENIGN
20941,191.0128456138675,30.0,51.5,-1,BENIGN
45543,87.82908460136574,31.0,46.75,-1,BENIGN
56392,70.93204709887928,39.0,56.75,-1,BENIGN
21029,190.2135146702173,0.0,15.5,309,BENIGN
100,40000.0,6.0,7.5,5840,Syn
27337178,0.219481323200222,6.0,7.0,5840,Syn
115,34782.608695652176,6.0,7.5,5840,Syn
52,76923.07692307692,6.0,7.5,5840,Syn
168,23809.52380952381,0.0,15.5,263,BENIGN
100,40000.0,6.0,7.5,5840,Syn
0,58823.52941176471,6.0,9.0,5840,Syn
21720,184.1620626151013,50.0,104.5,-1,BENIGN
1,2000000.0,6.0,9.0,5840,Syn
1211,3303.055326176713,32.25,43.75,16525,BENIGN
102,39215.68627450981,6.0,7.5,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
84,47619.04761904762,6.0,7.5,5840,Syn
0,58823.52941176471,6.0,9.0,5840,Syn
21012,190.36740909956217,30.0,76.0,-1,BENIGN
48,41666.66666666666,6.0,9.0,5840,Syn
111,36036.03603603604,6.0,7.5,5840,Syn
46,43478.260869565216,6.0,9.0,5840,Syn
24556,162.89297931259162,42.0,60.5,-1,BENIGN
33136813,0.3621350067672471,6.0,6.5,5840,Syn
67839,191.63018322793675,143.66666666666666,352.0769230769232,29200,BENIGN
1,2000000.0,6.0,9.0,5840,Syn
20942,191.0037245726292,31.0,46.75,-1,BENIGN
2,1000000.0,6.0,9.0,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
54,74074.07407407407,6.0,7.5,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
2,1500000.0,0.0,4.0,244,BENIGN
46793209,0.2137062239095421,6.0,6.6,5840,Syn
117594549,0.6377846646616248,130.85714285714286,224.82666666666665,29200,BENIGN
1,2000000.0,6.0,9.0,5840,Syn
100,40000.0,6.0,7.5,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
63,63492.06349206349,6.0,7.5,5840,Syn
2,1000000.0,6.0,9.0,5840,Syn
1,2000000.0,18.5,34.0,254,BENIGN
1,2000000.0,6.0,9.0,5840,Syn
44278,90.33831699715437,40.0,80.5,-1,BENIGN
0,58823.52941176471,6.0,9.0,5840,Syn
3,666666.6666666666,6.0,9.0,16338,BENIGN
1,2000000.0,17.5,32.0,43800,BENIGN
14690004,3.0633075389223854,354.46153846153845,271.6,29200,BENIGN
111,36036.03603603604,6.0,7.5,5840,Syn
20679,193.43295130325453,46.0,77.0,-1,BENIGN
28546576,0.4904265926673657,6.0,6.428571428571429,5840,Syn
97879914,0.9399272663848072,529.0,277.4347826086956,340,BENIGN
20840,191.93857965451056,44.0,69.0,-1,BENIGN
1,2000000.0,6.0,9.0,5840,Syn
