Flow Duration,Flow Packets/s,Avg Fwd Segment Size,Average Packet Size,Init_Win_bytes_forward,Label
114,35087.71929824561,6.0,7.5,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
47,42553.19148936171,6.0,9.0,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
22104,180.96272167933407,32.0,54.0,-1,BENIGN
1,2000000.0,6.0,9.0,5840,Syn
1,2000000.0,15.5,31.0,296,BENIGN
14340985,0.8367626073104463,0.0,0.0,8192,BENIGN
51,78431.37254901961,6.0,7.5,5840,Syn
103,38834.95145631068,6.0,7.5,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
76,26315.78947368421,6.0,9.0,5840,Syn
3,666666.6666666666,6.0,9.0,5840,Syn
117111883,0.4781752164295744,67.64285714285714,174.25,8192,BENIGN
84607558,0.2127469510466192,0.0,0.0,-1,BENIGN
316,15822.784810126584,0.0,0.0,5390,BENIGN
72,55555.55555555556,6.0,7.5,5840,Syn
5730956,1.2214367027071924,0.0,0.0,29200,BENIGN
53015,56.58775818164671,37.0,28.66666666666667,254,BENIGN
197,15228.426395939086,6.0,8.0,288,BENIGN
1,2000000.0,6.0,9.0,5840,Syn
1,2000000.0,18.5,34.0,16471,BENIGN
1,2000000.0,6.0,9.0,5840,Syn
105,38095.23809523809,6.0,7.5,5840,Syn
21819,183.32645859113612,42.0,60.5,-1,BENIGN
1,2000000.0,18.5,34.0,257,BENIGN
1,2000000.0,18.5,34.0,1099,BENIGN
118870900,0.5888741483407629,144.3,223.02857142857144,29200,BENIGN
92,32608.695652173912,0.0,0.0,249,BENIGN
0,58823.52941176471,6.0,9.0,5840,Syn
119807128,53.66124793509782,24.0625,1038.214030175766,29200,BENIGN
20878,95.79461634256154,6.0,9.0,253,BENIGN
21373,374.3040284471062,45.0,113.125,-1,BENIGN
1,2000000.0,18.5,34.0,256,BENIGN
117895050,0.4410702569785585,139.57142857142858,213.0384615384616,8192,BENIGN
1,2000000.0,6.0,9.0,5840,Syn
20695,193.28340178787144,39.0,56.75,-1,BENIGN
79,25316.45569620253,6.0,9.0,5840,Syn
49,81632.6530612245,6.0,7.5,5840,Syn
15855271,2.0182562631695165,57.71428571428572,691.75,8192,BENIGN
101,39603.960396039605,6.0,7.5,5840,Syn
115,34782.608695652176,6.0,7.5,5840,Syn
25681,116.81788092364005,6.0,8.0,62976,BENIGN
1,2000000.0,15.0,27.0,320,BENIGN
20745,192.8175463967221,32.0,75.0,-1,BENIGN
0,58823.52941176471,6.0,9.0,5840,Syn
102,39215.68627450981,6.0,7.5,5840,Syn
602,14950.166112956813,0.0,4.0,292,BENIGN
1,2000000.0,6.0,9.0,5840,Syn
74116,53.96945328943818,43.0,61.75,-1,BENIGN
1476,2710.0271002710024,32.25,43.75,16471,BENIGN
143,20979.020979020977,6.0,8.0,4327,BENIGN
46232,86.52015919709292,45.0,64.25,-1,BENIGN
62332306,0.352946993490021,6.0,6.2727272727272725,5840,Syn
52,76923.07692307692,6.0,7.5,5840,Syn
71136940,0.1124591527271204,43.0,79.375,-1,BENIGN
67977893,0.4118986153336644,6.0,6.2142857142857135,5840,Syn
20,100000.0,0.0,0.0,253,BENIGN
91644,21.823578193880667,0.0,0.0,327,BENIGN
1,2000000.0,6.0,9.0,5840,Syn
20691,193.3207674834469,43.0,80.75,-1,BENIGN
112459093,0.1600582000070016,28.08333333333333,32.166666666666664,256,BENIGN
55348,36.13500036135,6.0,9.0,16425,BENIGN
0,58823.52941176471,6.0,9.0,5840,Syn
108,37037.03703703704,6.0,7.5,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
20655,193.65770999757927,45.0,70.25,-1,BENIGN
1,2000000.0,6.0,9.0,5840,Syn
21074,189.80734554427255,50.0,76.5,-1,BENIGN
45338,88.22621200758745,43.0,83.25,-1,BENIGN
10,400000.0,201.0,251.25,-1,BENIGN
1,2000000.0,6.0,9.0,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
115269,43.37679688381091,0.0,0.0,65,BENIGN
110,36363.63636363636,6.0,7.5,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
23510,170.1403658017865,42.0,82.5,-1,BENIGN
141,21276.59574468085,6.0,8.0,1825,BENIGN
21636,184.87705675725644,38.0,67.0,-1,BENIGN
46359,86.28313811773334,44.0,69.0,-1,BENIGN
116,34482.75862068965,6.0,7.5,5840,Syn
59102801,0.4399114688320779,6.0,6.230769230769233,5840,Syn
48292,82.82945415389712,33.0,49.25,-1,BENIGN
127,31496.062992125982,6.0,7.5,5840,Syn
91718,65.41791142414793,33.666666666666664,29.16666666666667,119,BENIGN
178,16853.932584269663,6.0,8.0,238,BENIGN
106,37735.84905660377,6.0,7.5,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
3,1000000.0,6.0,8.0,279,BENIGN
107,37383.17757009346,6.0,7.5,5840,Syn
66,75757.57575757575,0.0,4.8,243,BENIGN
2,1000000.0,6.0,9.0,5840,Syn
0,58823.52941176471,6.0,9.0,5840,Syn
139,21582.73381294964,6.0,8.0,1892,BENIGN
49,40816.32653061225,6.0,9.0,5840,Syn
62112,128.7995878413189,26.0,31.75,256,BENIGN
53,75471.69811320755,6.0,7.5,5840,Syn
1,2000000.0,15.0,27.0,254,BENIGN
99,40404.04040404041,6.0,7.5,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
40259,223.5524975781813,42.8,34.111111111111114,244,BENIGN
111696162,0.1611514637360592,28.08333333333333,32.166666666666664,254,BENIGN
105,38095.23809523809,6.0,7.5,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
1454,2751.031636863824,27.0,36.75,254,BENIGN
1,2000000.0,6.0,9.0,5840,Syn
1,2000000.0,18.5,34.0,16155,BENIGN
1,2000000.0,18.5,34.0,256,BENIGN
20932,191.0949742021785,32.0,48.0,-1,BENIGN
21182,188.83958077613067,29.0,63.25,-1,BENIGN
116550666,0.3431983820667313,88.36363636363636,67.25,8192,BENIGN
102,39215.68627450981,6.0,7.5,5840,Syn
16212755,3.8858293979030702,59.78571428571429,686.1269841269841,8192,BENIGN
1,2000000.0,6.0,9.0,5840,Syn
115,34782.608695652176,6.0,7.5,5840,Syn
170012,170.57619462155614,100.70588235294116,257.9310344827586,8192,BENIGN
115090914,0.4518167263838047,0.0,0.0,-1,BENIGN
164,18292.682926829268,6.0,8.0,246,BENIGN
184,16304.347826086956,0.0,0.0,287,BENIGN
116814231,0.410908838667097,78.91666666666667,182.5,8192,BENIGN
1,2000000.0,6.0,9.0,5840,Syn
159,25157.23270440252,6.0,7.5,5840,Syn
121,33057.85123966942,6.0,7.5,5840,Syn
558657,23.27009238226676,24.8,13.230769230769232,277,BENIGN
2,1000000.0,6.0,9.0,256,BENIGN
41177,48.570804089661706,6.0,9.0,255,BENIGN
103,38834.95145631068,6.0,7.5,5840,Syn
253,15810.276679841896,27.0,36.75,571,BENIGN
56,71428.57142857143,6.0,7.5,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
25306,158.0652809610369,31.0,150.75,-1,BENIGN
1,2000000.0,6.0,9.0,5840,Syn
20847,191.87413057034584,25.0,39.25,-1,BENIGN
2,1000000.0,6.0,9.0,5840,Syn
3,666666.6666666666,6.0,9.0,16342,BENIGN
100,40000.0,6.0,7.5,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
39059,102.40917586215724,0.0,0.0,2015,BENIGN
56998837,0.2807074818035322,6.0,6.375,5840,Syn
20910,191.29603060736488,37.0,80.75,-1,BENIGN
102,39215.68627450981,6.0,7.5,5840,Syn
48,41666.66666666666,6.0,9.0,5840,Syn
22,90909.09090909093,0.0,0.0,335,BENIGN
67075436,0.2981717480002664,6.0,6.3,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
62145157,0.4827407548427305,47.42857142857143,46.73333333333333,258,BENIGN
20938,191.04021396503967,42.0,131.5,-1,BENIGN
0,58823.52941176471,6.0,9.0,5840,Syn
21377,187.1169949010619,32.0,75.0,-1,BENIGN
1,2000000.0,15.0,27.0,320,BENIGN
0,58823.52941176471,6.0,9.0,5840,Syn
99,40404.04040404041,6.0,7.5,5840,Syn
117130986,0.4780972303946967,74.73333333333333,170.67857142857142,29200,BENIGN
1,2000000.0,6.0,9.0,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
101,39603.960396039605,6.0,7.5,5840,Syn
48,41666.66666666666,6.0,9.0,5840,Syn
54,74074.07407407407,6.0,7.5,5840,Syn
176,17045.454545454544,0.0,0.0,264,BENIGN
1,2000000.0,6.0,9.0,5840,Syn
100,40000.0,6.0,7.5,5840,Syn
21162,141.7635384179189,6.0,8.0,63640,BENIGN
74,67567.56756756757,6.0,7.2,62,BENIGN
1,2000000.0,6.0,9.0,5840,Syn
49,40816.32653061225,6.0,9.0,5840,Syn
0,58823.52941176471,6.0,9.0,5840,Syn
85,35294.11764705882,0.0,0.0,253,BENIGN
25,80000.0,6.0,9.0,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
119,33613.44537815126,6.0,7.5,5840,Syn
60,66666.66666666667,6.0,7.5,5840,Syn
0,58823.52941176471,6.0,9.0,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
107,37383.17757009346,6.0,7.5,5840,Syn
15488545,2.0014791576613558,203.57142857142856,123.87096774193547,8192,BENIGN
108,37037.03703703704,6.0,7.5,5840,Syn
50659426,0.1973966305895372,6.0,6.6,5840,Syn
117172964,0.6144762199580442,68.5,172.16666666666663,8192,BENIGN
21392,186.98578908002992,40.0,80.0,-1,BENIGN
20614,194.04288347724847,33.0,55.25,-1,BENIGN
20820,192.12295869356387,45.0,70.25,-1,BENIGN
1,2000000.0,6.0,9.0,5840,Syn
21217,188.5280671159919,38.0,85.5,-1,BENIGN
7159035,1.3968363054517825,0.0,0.0,8192,BENIGN
1,2000000.0,409.5,819.0,235,BENIGN
115580568,1.62657099937422,134.74418604651166,580.8297872340426,29200,BENIGN
1,2000000.0,6.0,9.0,5840,Syn
255,19607.843137254906,12.4,12.4,63,BENIGN
21100,189.5734597156398,32.0,75.0,-1,BENIGN
1558,3209.242618741977,25.33333333333333,25.2,244,BENIGN
4,1000000.0,6.0,7.5,5840,Syn
1,2000000.0,18.5,34.0,16319,BENIGN
5430903,1.2889200930305698,3.6,2.571428571428572,8192,BENIGN
21276,188.00526414739613,31.0,46.75,-1,BENIGN
49,40816.32653061225,6.0,9.0,5840,Syn
90,44444.444444444445,6.0,7.5,5840,Syn
48,41666.66666666666,6.0,9.0,5840,Syn
20898,191.4058761603981,29.0,63.25,-1,BENIGN
21023,190.2678019312182,35.0,51.75,-1,BENIGN
45888,87.16875871687587,32.0,48.0,-1,BENIGN
48,41666.66666666666,6.0,9.0,5840,Syn
104,38461.53846153846,6.0,7.5,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
52,76923.07692307692,6.0,7.5,5840,Syn
1,2000000.0,18.5,34.0,255,BENIGN
25945,154.17228753131624,32.0,78.5,-1,BENIGN
50953,58.87778933526976,6.0,8.0,43800,BENIGN
102,39215.68627450981,6.0,7.5,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
21516,185.90816136828408,37.0,74.25,-1,BENIGN
116452917,0.601101301738968,71.72222222222223,242.4857142857143,29200,BENIGN
45,44444.444444444445,6.0,9.0,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
103,38834.95145631068,6.0,7.5,5840,Syn
44748,89.38946992044336,25.0,60.25,-1,BENIGN
119318626,0.8799967240655285,156.2608695652174,147.9047619047619,8192,BENIGN
20868,191.6810427448725,37.0,74.25,-1,BENIGN
1,2000000.0,18.5,34.0,16133,BENIGN
49,40816.32653061225,6.0,9.0,5840,Syn
1,2000000.0,22.0,41.0,246,BENIGN
20848,191.86492709132773,43.0,81.25,-1,BENIGN
20904,191.35093761959436,43.0,86.75,-1,BENIGN
418296,14.343909575994031,22.0,25.66666666666667,-1,BENIGN
1,2000000.0,6.0,9.0,5840,Syn
3068276,1.3036636860569255,6.0,7.5,5840,Syn
2,1000000.0,6.0,9.0,31,BENIGN
0,58823.52941176471,6.0,9.0,5840,Syn
123,32520.32520325203,6.0,7.5,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
65896778,0.27315447805354,6.0,6.333333333333332,5840,Syn
21237,188.3505203183124,36.0,77.5,-1,BENIGN
24556,162.89297931259162,44.0,69.0,-1,BENIGN
22380,178.73100983020552,41.0,65.25,-1,BENIGN
1,2000000.0,6.0,9.0,5840,Syn
22684,176.33574325515784,43.0,61.75,-1,BENIGN
33308,90.0684520235379,6.0,8.0,256,BENIGN
1,2000000.0,6.0,9.0,5840,Syn
112322403,0.1424470949041216,28.08333333333333,35.4375,16306,BENIGN
119879626,0.1251255154900133,300.0,320.0,-1,BENIGN
278,14388.489208633096,30.75,42.25,385,BENIGN
68,73529.41176470589,0.0,4.8,110,BENIGN
103,38834.95145631068,6.0,7.5,5840,Syn
21,142857.14285714287,0.0,0.0,119,BENIGN
0,58823.52941176471,6.0,9.0,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
46118,86.73403009670845,44.0,63.0,-1,BENIGN
40957,48.83170154064018,0.0,0.0,744,BENIGN
2,1000000.0,409.0,818.0,235,BENIGN
77,51948.05194805195,6.0,7.5,5840,Syn
52006798,0.346108599110447,6.0,6.333333333333332,5840,Syn
2,1000000.0,12.0,24.0,383,BENIGN
117592999,0.7058243322801895,93.40425531914892,147.83132530120488,29200,BENIGN
53,75471.69811320755,6.0,7.5,5840,Syn
245155,24.474312169851725,0.0,0.0,-1,BENIGN
71379,56.038890990347305,34.0,65.0,-1,BENIGN
45074,88.74295602786528,30.0,45.5,-1,BENIGN
1,2000000.0,18.5,34.0,16421,BENIGN
1,2000000.0,6.0,9.0,5840,Syn
672,5952.380952380952,30.75,42.25,340,BENIGN
47,42553.19148936171,6.0,9.0,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
22433,178.30874158605624,32.0,54.0,-1,BENIGN
45267,88.36459230786224,24.0,58.0,-1,BENIGN
1,2000000.0,6.0,9.0,5840,Syn
1,2000000.0,18.5,34.0,16313,BENIGN
0,58823.52941176471,6.0,9.0,5840,Syn
90265033,0.5982383012035236,117.5,296.037037037037,29200,BENIGN
53,75471.69811320755,6.0,7.5,5840,Syn
17574087,0.3414117615327613,6.0,7.0,5840,Syn
26670,74.99062617172854,6.0,9.0,16383,BENIGN
20748,192.78966647387705,33.0,49.25,-1,BENIGN
1,2000000.0,6.0,9.0,5840,Syn
166,24096.385542168675,6.0,7.5,5840,Syn
102,39215.68627450981,6.0,7.5,5840,Syn
118018559,0.5338143469452122,96.6,174.76190476190476,29200,BENIGN
61092709,0.949376790608516,81.03225806451613,243.72413793103448,29200,BENIGN
72,55555.55555555556,6.0,7.5,5840,Syn
6101620,0.6555636044198099,6.0,7.5,5840,Syn
103,38834.95145631068,6.0,7.5,5840,Syn
91380,21.886627270737577,0.0,0.0,298,BENIGN
188,15957.44680851064,6.0,8.0,246,BENIGN
65,46153.84615384616,0.0,0.0,219,BENIGN
20922,382.3726221202562,32.0,70.0,-1,BENIGN
99,40404.04040404041,6.0,7.5,5840,Syn
37531823,0.5328811233070133,0.0,0.0,-1,BENIGN
26764596,0.2241767445322171,6.0,7.0,5840,Syn
45349,88.20481157247127,32.0,72.0,-1,BENIGN
104,38461.53846153846,6.0,7.5,5840,Syn
68434649,0.26302465582895,6.0,6.333333333333332,5840,Syn
24888,160.72002571520412,25.0,39.25,-1,BENIGN
20866,191.6994153167833,43.0,61.75,-1,BENIGN
2,1000000.0,15.5,31.0,404,BENIGN
2,1000000.0,6.0,9.0,250,BENIGN
21024,190.2587519025875,53.0,80.25,-1,BENIGN
1,2000000.0,6.0,9.0,5840,Syn
46826,85.42262845427754,32.0,54.0,-1,BENIGN
7734933,0.7757016124121566,6.0,7.0,5840,Syn
55535344,0.360131018545595,6.0,6.3,5840,Syn
102,39215.68627450981,6.0,7.5,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
1,2000000.0,18.5,34.0,16386,BENIGN
1,2000000.0,6.0,9.0,5840,Syn
20922,191.1863110601281,44.0,63.0,-1,BENIGN
1,2000000.0,6.0,9.0,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
0,58823.52941176471,6.0,9.0,5840,Syn
106593142,0.1501034653805401,22.0,28.875,258,BENIGN
48,41666.66666666666,6.0,9.0,5840,Syn
103,38834.95145631068,6.0,7.5,5840,Syn
3,1000000.0,6.0,8.0,250,BENIGN
50,40000.0,6.0,9.0,5840,Syn
48,41666.66666666666,6.0,9.0,5840,Syn
453,11037.527593818984,0.0,0.0,5440,BENIGN
3,666666.6666666666,0.0,0.0,255,BENIGN
20753,192.743217848022,39.0,79.25,-1,BENIGN
56097633,0.2852170251104891,6.0,6.375,5840,Syn
98,30612.244897959183,6.0,8.0,1892,BENIGN
100,30000.0,6.0,8.0,1825,BENIGN
1478,2706.3599458728013,27.0,36.75,1452,BENIGN
73,54794.520547945205,6.0,7.5,5840,Syn
49076,81.50623522699486,32.0,48.0,-1,BENIGN
23903,167.343011337489,41.0,59.25,-1,BENIGN
2,1000000.0,0.0,0.0,31,BENIGN
0,58823.52941176471,6.0,9.0,5840,Syn
103,38834.95145631068,6.0,7.5,5840,Syn
4353274,0.9188486642467256,6.0,7.5,5840,Syn
165,18181.81818181818,6.0,8.0,1825,BENIGN
1,2000000.0,6.0,9.0,5840,Syn
1,2000000.0,21.5,40.0,43800,BENIGN
21039,190.12310471029997,43.0,67.75,-1,BENIGN
107,37383.17757009346,6.0,7.5,5840,Syn
44671,89.54355174497996,43.0,81.25,-1,BENIGN
4,750000.0,0.0,0.0,122,BENIGN
2,1000000.0,6.0,9.0,16421,BENIGN
1,2000000.0,6.0,9.0,5840,Syn
3,666666.6666666666,0.0,0.0,334,BENIGN
84356584,0.9246462611620214,120.2439024390244,227.1025641025641,29200,BENIGN
111,36036.03603603604,6.0,7.5,5840,Syn
106,37735.84905660377,6.0,7.5,5840,Syn
64649,61.8725734350106,31.0,52.75,-1,BENIGN
101,39603.960396039605,6.0,7.5,5840,Syn
0,58823.52941176471,6.0,9.0,5840,Syn
2,1000000.0,6.0,9.0,5840,Syn
2,1000000.0,6.0,9.0,258,BENIGN
21314,187.6700760063808,25.0,39.25,-1,BENIGN
1,2000000.0,6.0,9.0,5840,Syn
116543366,0.5577323036988652,54.8,73.07692307692308,8192,BENIGN
2,1000000.0,6.0,9.0,64,BENIGN
14000999,0.5713877988277837,0.0,0.0,-1,BENIGN
0,58823.52941176471,6.0,9.0,5840,Syn
63087,63.40450489007244,31.0,46.75,-1,BENIGN
1,2000000.0,6.0,9.0,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
1,2000000.0,15.0,27.0,320,BENIGN
1183,3381.23415046492,30.75,42.25,386,BENIGN
64,46875.0,0.0,0.0,257,BENIGN
35000451,0.1714263624774435,6.0,7.0,5840,Syn
1,2000000.0,6.0,9.0,5840,Syn
40265,49.670930088165896,0.0,0.0,599,BENIGN
20917,191.2320122388488,43.0,81.75,-1,BENIGN
1,2000000.0,0.0,0.0,139,BENIGN
21231,188.40374923460976,41.0,81.75,-1,BENIGN
2,1500000.0,6.0,8.0,34497,BENIGN
20741,192.8547321729907,42.0,60.5,-1,BENIGN
142712,210.2135769942261,105.0625,250.9,8192,BENIGN
75,53333.333333333336,6.0,7.5,5840,Syn
116,34482.75862068965,6.0,7.5,5840,Syn
293,13651.8771331058,0.0,0.0,19,BENIGN
20964,190.80328181644725,41.0,65.25,-1,BENIGN
104,38461.53846153846,6.0,7.5,5840,Syn
97,41237.113402061856,6.0,7.5,5840,Syn
2,1000000.0,6.0,9.0,5840,Syn
118194048,2.4789742373490755,19.952380952380956,855.3856655290103,29200,BENIGN
111,36036.03603603604,6.0,7.5,5840,Syn
118048775,21.525001000645705,13.773796192609186,1084.3297914207003,29200,BENIGN
20861,191.7453621590528,43.0,83.25,-1,BENIGN
57571844,0.4516096444644017,6.0,6.230769230769233,5840,Syn
47838,83.61553576654542,35.0,57.75,-1,BENIGN
105,38095.23809523809,6.0,7.5,5840,Syn
21014,190.3492909488912,33.0,78.75,-1,BENIGN
20925096,0.3823160476778697,6.0,6.75,5840,Syn
184,16304.347826086956,0.0,0.0,131,BENIGN
22492610,0.2667542806281707,6.0,7.0,5840,Syn
118100141,0.3979673487434702,73.30769230769229,169.2765957446809,8192,BENIGN
110,36363.63636363636,6.0,7.5,5840,Syn
20905,191.34178426213825,45.0,76.75,-1,BENIGN
1,2000000.0,6.0,9.0,5840,Syn
177,22598.870056497177,78.0,61.5,123,BENIGN
106,37735.84905660377,6.0,7.5,5840,Syn
4,1000000.0,77.0,60.75,243,BENIGN
28849,69.32649311934556,0.0,0.0,241,BENIGN
47269980,0.4231015117840118,6.0,6.3,5840,Syn
3,666666.6666666666,0.0,0.0,71,BENIGN
50,80000.0,6.0,7.5,5840,Syn
67919,191.40446708579336,143.66666666666666,352.0769230769232,29200,BENIGN
1,2000000.0,6.0,9.0,5840,Syn
46,43478.260869565216,6.0,9.0,5840,Syn
99,40404.04040404041,6.0,7.5,5840,Syn
21134,189.26847733509985,43.0,61.75,-1,BENIGN
